i	value	birth	sign	arc	q	r
15412	39375688847	11684644502	S	40	3	4321755341
15413	39375688844	11684644508	S	40	3	4321755320
15414	39375688841	11684644514	S	40	3	4321755299
15415	39375688838	11684644520	S	40	3	4321755278
15416	39375688835	11684644526	S	40	3	4321755257
15417	39375688832	11684644532	S	40	3	4321755236
15418	39375688829	11684644538	S	40	3	4321755215
15419	39375688826	11684644544	S	40	3	4321755194
15420	39375688823	11684644550	S	40	3	4321755173
15421	39375688820	11684644556	S	40	3	4321755152
15422	39375688817	11684644562	S	40	3	4321755131
15423	39375688814	11684644568	S	40	3	4321755110
15424	39375688811	11684644574	S	40	3	4321755089
15425	39375688808	11684644580	S	40	3	4321755068
15426	39375688805	11684644586	S	40	3	4321755047
15427	39375688802	11684644592	S	40	3	4321755026
15428	39375688799	11684644598	S	40	3	4321755005
15429	39375688796	11684644604	S	40	3	4321754984
15430	39375688793	11684644610	S	40	3	4321754963
15431	39375688790	11684644616	S	40	3	4321754942
15432	39375688787	11684644622	S	40	3	4321754921
15433	39375688784	11684644628	S	40	3	4321754900
15434	39375688781	11684644634	S	40	3	4321754879
15435	39375688778	11684644640	S	40	3	4321754858
15436	39375688775	11684644646	S	40	3	4321754837
15437	39375688772	11684644652	S	40	3	4321754816
15438	39375688769	11684644658	S	40	3	4321754795
15439	39375688766	11684644664	S	40	3	4321754774
15440	39375688763	11684644670	S	40	3	4321754753
15441	39375688760	11684644676	S	40	3	4321754732
15442	39375688757	11684644682	S	40	3	4321754711
15443	39375688754	11684644688	S	40	3	4321754690
15444	39375688751	11684644694	S	40	3	4321754669
15445	39375688748	11684644700	S	40	3	4321754648
15446	39375688745	11684644706	S	40	3	4321754627
15447	39375688742	11684644712	S	40	3	4321754606
15448	39375688739	11684644718	S	40	3	4321754585
15449	39375688736	11684644724	S	40	3	4321754564
15450	39375688733	11684644730	S	40	3	4321754543
15451	39375688730	11684644736	S	40	3	4321754522
15452	39375688727	11684644742	S	40	3	4321754501
15453	39375688724	11684644748	S	40	3	4321754480
15454	39375688721	11684644754	S	40	3	4321754459
15455	39375688718	11684644760	S	40	3	4321754438
15456	39375688715	11684644766	S	40	3	4321754417
15457	39375688712	11684644772	S	40	3	4321754396
15458	39375688709	11684644778	S	40	3	4321754375
15459	39375688706	11684644784	S	40	3	4321754354
15460	39375688703	11684644790	S	40	3	4321754333
15461	39375688700	11684644796	S	40	3	4321754312
15462	39375688697	11684644802	S	40	3	4321754291
15463	39375688694	11684644808	S	40	3	4321754270
15464	39375688691	11684644814	S	40	3	4321754249
15465	39375688688	11684644820	S	40	3	4321754228
15466	39375688685	11684644826	S	40	3	4321754207
15467	39375688682	11684644832	S	40	3	4321754186
15468	39375688679	11684644838	S	40	3	4321754165
15469	39375688676	11684644844	S	40	3	4321754144
15470	39375688673	11684644850	S	40	3	4321754123
15471	39375688670	11684644856	S	40	3	4321754102
15472	39375688667	11684644862	S	40	3	4321754081
15473	39375688664	11684644868	S	40	3	4321754060
15474	39375688661	11684644874	S	40	3	4321754039
15475	39375688658	11684644880	S	40	3	4321754018
15476	39375688655	11684644886	S	40	3	4321753997
15477	39375688652	11684644892	S	40	3	4321753976
15478	39375688649	11684644898	S	40	3	4321753955
15479	39375688646	11684644904	S	40	3	4321753934
15480	39375688643	11684644910	S	40	3	4321753913
15481	39375688640	11684644916	S	40	3	4321753892
15482	39375688637	11684644922	S	40	3	4321753871
15483	39375688634	11684644928	S	40	3	4321753850
15484	39375688631	11684644934	S	40	3	4321753829
15485	39375688628	11684644940	S	40	3	4321753808
15486	39375688625	11684644946	S	40	3	4321753787
15487	39375688622	11684644952	S	40	3	4321753766
15488	39375688619	11684644958	S	40	3	4321753745
15489	39375688616	11684644964	S	40	3	4321753724
15490	39375688613	11684644970	S	40	3	4321753703
15491	39375688610	11684644976	S	40	3	4321753682
15492	39375688607	11684644982	S	40	3	4321753661
15493	39375688604	11684644988	S	40	3	4321753640
15494	39375688601	11684644994	S	40	3	4321753619
15495	39375688598	11684645000	S	40	3	4321753598
15496	39375688595	11684645006	S	40	3	4321753577
15497	39375688592	11684645012	S	40	3	4321753556
15498	39375688589	11684645018	S	40	3	4321753535
15499	39375688586	11684645024	S	40	3	4321753514
15500	39375688583	11684645030	S	40	3	4321753493
15501	39375688580	11684645036	S	40	3	4321753472
15502	39375688577	11684645042	S	40	3	4321753451
15503	39375688574	11684645048	S	40	3	4321753430
15504	39375688571	11684645054	S	40	3	4321753409
15505	39375688568	11684645060	S	40	3	4321753388
15506	39375688565	11684645066	S	40	3	4321753367
15507	39375688562	11684645072	S	40	3	4321753346
15508	39375688559	11684645078	S	40	3	4321753325
15509	39375688556	11684645084	S	40	3	4321753304
15510	39375688553	11684645090	S	40	3	4321753283
15511	39375688550	11684645096	S	40	3	4321753262
15512	39375688547	11684645102	S	40	3	4321753241
15513	39375688544	11684645108	S	40	3	4321753220
15514	39375688541	11684645114	S	40	3	4321753199
15515	39375688538	11684645120	S	40	3	4321753178
15516	39375688535	11684645126	S	40	3	4321753157
15517	39375688532	11684645132	S	40	3	4321753136
15518	39375688529	11684645138	S	40	3	4321753115
15519	39375688526	11684645144	S	40	3	4321753094
15520	39375688523	11684645150	S	40	3	4321753073
15521	39375688520	11684645156	S	40	3	4321753052
15522	39375688517	11684645162	S	40	3	4321753031
15523	39375688514	11684645168	S	40	3	4321753010
15524	39375688511	11684645174	S	40	3	4321752989
15525	39375688508	11684645180	S	40	3	4321752968
15526	39375688505	11684645186	S	40	3	4321752947
15527	39375688502	11684645192	S	40	3	4321752926
15528	39375688499	11684645198	S	40	3	4321752905
15529	39375688496	11684645204	S	40	3	4321752884
15530	39375688493	11684645210	S	40	3	4321752863
15531	39375688490	11684645216	S	40	3	4321752842
15532	39375688487	11684645222	S	40	3	4321752821
15533	39375688484	11684645228	S	40	3	4321752800
15534	39375688481	11684645234	S	40	3	4321752779
15535	39375688478	11684645240	S	40	3	4321752758
15536	39375688475	11684645246	S	40	3	4321752737
15537	39375688472	11684645252	S	40	3	4321752716
15538	39375688469	11684645258	S	40	3	4321752695
15539	39375688466	11684645264	S	40	3	4321752674
15540	39375688463	11684645270	S	40	3	4321752653
15541	39375688460	11684645276	S	40	3	4321752632
15542	39375688457	11684645282	S	40	3	4321752611
15543	39375688454	11684645288	S	40	3	4321752590
15544	39375688451	11684645294	S	40	3	4321752569
15545	39375688448	11684645300	S	40	3	4321752548
15546	39375688445	11684645306	S	40	3	4321752527
15547	39375688442	11684645312	S	40	3	4321752506
15548	39375688439	11684645318	S	40	3	4321752485
15549	39375688436	11684645324	S	40	3	4321752464
15550	39375688433	11684645330	S	40	3	4321752443
15551	39375688430	11684645336	S	40	3	4321752422
15552	39375688427	11684645342	S	40	3	4321752401
15553	39375688424	11684645348	S	40	3	4321752380
15554	39375688421	11684645354	S	40	3	4321752359
15555	39375688418	11684645360	S	40	3	4321752338
15556	39375688415	11684645366	S	40	3	4321752317
15557	39375688412	11684645372	S	40	3	4321752296
15558	39375688409	11684645378	S	40	3	4321752275
15559	39375688406	11684645384	S	40	3	4321752254
15560	39375688403	11684645390	S	40	3	4321752233
15561	39375688400	11684645396	S	40	3	4321752212
15562	39375688397	11684645402	S	40	3	4321752191
15563	39375688394	11684645408	S	40	3	4321752170
15564	39375688391	11684645414	S	40	3	4321752149
15565	39375688388	11684645420	S	40	3	4321752128
15566	39375688385	11684645426	S	40	3	4321752107
15567	39375688382	11684645432	S	40	3	4321752086
15568	39375688379	11684645438	S	40	3	4321752065
15569	39375688376	11684645444	S	40	3	4321752044
15570	39375688373	11684645450	S	40	3	4321752023
15571	39375688370	11684645456	S	40	3	4321752002
15572	39375688367	11684645462	S	40	3	4321751981
15573	39375688364	11684645468	S	40	3	4321751960
15574	39375688361	11684645474	S	40	3	4321751939
15575	39375688358	11684645480	S	40	3	4321751918
15576	39375688355	11684645486	S	40	3	4321751897
15577	39375688352	11684645492	S	40	3	4321751876
15578	39375688349	11684645498	S	40	3	4321751855
15579	39375688346	11684645504	S	40	3	4321751834
15580	39375688343	11684645510	S	40	3	4321751813
15581	39375688340	11684645516	S	40	3	4321751792
15582	39375688337	11684645522	S	40	3	4321751771
15583	39375688334	11684645528	S	40	3	4321751750
15584	39375688331	11684645534	S	40	3	4321751729
15585	39375688328	11684645540	S	40	3	4321751708
15586	39375688325	11684645546	S	40	3	4321751687
15587	39375688322	11684645552	S	40	3	4321751666
15588	39375688319	11684645558	S	40	3	4321751645
15589	39375688316	11684645564	S	40	3	4321751624
15590	39375688313	11684645570	S	40	3	4321751603
15591	39375688310	11684645576	S	40	3	4321751582
15592	39375688307	11684645582	S	40	3	4321751561
15593	39375688304	11684645588	S	40	3	4321751540
15594	39375688301	11684645594	S	40	3	4321751519
15595	39375688298	11684645600	S	40	3	4321751498
15596	39375688295	11684645606	S	40	3	4321751477
15597	39375688292	11684645612	S	40	3	4321751456
15598	39375688289	11684645618	S	40	3	4321751435
15599	39375688286	11684645624	S	40	3	4321751414
15600	39375688283	11684645630	S	40	3	4321751393
15601	39375688280	11684645636	S	40	3	4321751372
15602	39375688277	11684645642	S	40	3	4321751351
15603	39375688274	11684645648	S	40	3	4321751330
15604	39375688271	11684645654	S	40	3	4321751309
15605	39375688268	11684645660	S	40	3	4321751288
15606	39375688265	11684645666	S	40	3	4321751267
15607	39375688262	11684645672	S	40	3	4321751246
15608	39375688259	11684645678	S	40	3	4321751225
15609	39375688256	11684645684	S	40	3	4321751204
15610	39375688253	11684645690	S	40	3	4321751183
15611	39375688250	11684645696	S	40	3	4321751162
15612	39375688247	11684645702	S	40	3	4321751141
15613	39375688244	11684645708	S	40	3	4321751120
15614	39375688241	11684645714	S	40	3	4321751099
15615	39375688238	11684645720	S	40	3	4321751078
15616	39375688235	11684645726	S	40	3	4321751057
15617	39375688232	11684645732	S	40	3	4321751036
15618	39375688229	11684645738	S	40	3	4321751015
15619	39375688226	11684645744	S	40	3	4321750994
15620	39375688223	11684645750	S	40	3	4321750973
15621	39375688220	11684645756	S	40	3	4321750952
15622	39375688217	11684645762	S	40	3	4321750931
15623	39375688214	11684645768	S	40	3	4321750910
15624	39375688211	11684645774	S	40	3	4321750889
15625	39375688208	11684645780	S	40	3	4321750868
15626	39375688205	11684645786	S	40	3	4321750847
15627	39375688202	11684645792	S	40	3	4321750826
15628	39375688199	11684645798	S	40	3	4321750805
15629	39375688196	11684645804	S	40	3	4321750784
15630	39375688193	11684645810	S	40	3	4321750763
15631	39375688190	11684645816	S	40	3	4321750742
15632	39375688187	11684645822	S	40	3	4321750721
15633	39375688184	11684645828	S	40	3	4321750700
15634	39375688181	11684645834	S	40	3	4321750679
15635	39375688178	11684645840	S	40	3	4321750658
15636	39375688175	11684645846	S	40	3	4321750637
15637	39375688172	11684645852	S	40	3	4321750616
15638	39375688169	11684645858	S	40	3	4321750595
15639	39375688166	11684645864	S	40	3	4321750574
15640	39375688163	11684645870	S	40	3	4321750553
15641	39375688160	11684645876	S	40	3	4321750532
15642	39375688157	11684645882	S	40	3	4321750511
15643	39375688154	11684645888	S	40	3	4321750490
15644	39375688151	11684645894	S	40	3	4321750469
15645	39375688148	11684645900	S	40	3	4321750448
15646	39375688145	11684645906	S	40	3	4321750427
15647	39375688142	11684645912	S	40	3	4321750406
15648	39375688139	11684645918	S	40	3	4321750385
15649	39375688136	11684645924	S	40	3	4321750364
15650	39375688133	11684645930	S	40	3	4321750343
15651	39375688130	11684645936	S	40	3	4321750322
15652	39375688127	11684645942	S	40	3	4321750301
15653	39375688124	11684645948	S	40	3	4321750280
15654	39375688121	11684645954	S	40	3	4321750259
15655	39375688118	11684645960	S	40	3	4321750238
15656	39375688115	11684645966	S	40	3	4321750217
15657	39375688112	11684645972	S	40	3	4321750196
15658	39375688109	11684645978	S	40	3	4321750175
15659	39375688106	11684645984	S	40	3	4321750154
15660	39375688103	11684645990	S	40	3	4321750133
15661	39375688100	11684645996	S	40	3	4321750112
15662	39375688097	11684646002	S	40	3	4321750091
15663	39375688094	11684646008	S	40	3	4321750070
15664	39375688091	11684646014	S	40	3	4321750049
15665	39375688088	11684646020	S	40	3	4321750028
15666	39375688085	11684646026	S	40	3	4321750007
15667	39375688082	11684646032	S	40	3	4321749986
15668	39375688079	11684646038	S	40	3	4321749965
15669	39375688076	11684646044	S	40	3	4321749944
15670	39375688073	11684646050	S	40	3	4321749923
15671	39375688070	11684646056	S	40	3	4321749902
15672	39375688067	11684646062	S	40	3	4321749881
15673	39375688064	11684646068	S	40	3	4321749860
15674	39375688061	11684646074	S	40	3	4321749839
15675	39375688058	11684646080	S	40	3	4321749818
15676	39375688055	11684646086	S	40	3	4321749797
15677	39375688052	11684646092	S	40	3	4321749776
15678	39375688049	11684646098	S	40	3	4321749755
15679	39375688046	11684646104	S	40	3	4321749734
15680	39375688043	11684646110	S	40	3	4321749713
15681	39375688040	11684646116	S	40	3	4321749692
15682	39375688037	11684646122	S	40	3	4321749671
15683	39375688034	11684646128	S	40	3	4321749650
15684	39375688031	11684646134	S	40	3	4321749629
15685	39375688028	11684646140	S	40	3	4321749608
15686	39375688025	11684646146	S	40	3	4321749587
15687	39375688022	11684646152	S	40	3	4321749566
15688	39375688019	11684646158	S	40	3	4321749545
15689	39375688016	11684646164	S	40	3	4321749524
15690	39375688013	11684646170	S	40	3	4321749503
15691	39375688010	11684646176	S	40	3	4321749482
15692	39375688007	11684646182	S	40	3	4321749461
15693	39375688004	11684646188	S	40	3	4321749440
15694	39375688001	11684646194	S	40	3	4321749419
15695	39375687998	11684646200	S	40	3	4321749398
15696	39375687995	11684646206	S	40	3	4321749377
15697	39375687992	11684646212	S	40	3	4321749356
15698	39375687989	11684646218	S	40	3	4321749335
15699	39375687986	11684646224	S	40	3	4321749314
15700	39375687983	11684646230	S	40	3	4321749293
15701	39375687980	11684646236	S	40	3	4321749272
15702	39375687977	11684646242	S	40	3	4321749251
15703	39375687974	11684646248	S	40	3	4321749230
15704	39375687971	11684646254	S	40	3	4321749209
15705	39375687968	11684646260	S	40	3	4321749188
15706	39375687965	11684646266	S	40	3	4321749167
15707	39375687962	11684646272	S	40	3	4321749146
15708	39375687959	11684646278	S	40	3	4321749125
15709	39375687956	11684646284	S	40	3	4321749104
15710	39375687953	11684646290	S	40	3	4321749083
15711	39375687950	11684646296	S	40	3	4321749062
15712	39375687947	11684646302	S	40	3	4321749041
15713	39375687944	11684646308	S	40	3	4321749020
15714	39375687941	11684646314	S	40	3	4321748999
15715	39375687938	11684646320	S	40	3	4321748978
15716	39375687935	11684646326	S	40	3	4321748957
15717	39375687932	11684646332	S	40	3	4321748936
15718	39375687929	11684646338	S	40	3	4321748915
15719	39375687926	11684646344	S	40	3	4321748894
15720	39375687923	11684646350	S	40	3	4321748873
15721	39375687920	11684646356	S	40	3	4321748852
15722	39375687917	11684646362	S	40	3	4321748831
15723	39375687914	11684646368	S	40	3	4321748810
15724	39375687911	11684646374	S	40	3	4321748789
15725	39375687908	11684646380	S	40	3	4321748768
15726	39375687905	11684646386	S	40	3	4321748747
15727	39375687902	11684646392	S	40	3	4321748726
15728	39375687899	11684646398	S	40	3	4321748705
15729	39375687896	11684646404	S	40	3	4321748684
15730	39375687893	11684646410	S	40	3	4321748663
15731	39375687890	11684646416	S	40	3	4321748642
15732	39375687887	11684646422	S	40	3	4321748621
15733	39375687884	11684646428	S	40	3	4321748600
15734	39375687881	11684646434	S	40	3	4321748579
15735	39375687878	11684646440	S	40	3	4321748558
15736	39375687875	11684646446	S	40	3	4321748537
15737	39375687872	11684646452	S	40	3	4321748516
15738	39375687869	11684646458	S	40	3	4321748495
15739	39375687866	11684646464	S	40	3	4321748474
15740	39375687863	11684646470	S	40	3	4321748453
15741	39375687860	11684646476	S	40	3	4321748432
15742	39375687857	11684646482	S	40	3	4321748411
15743	39375687854	11684646488	S	40	3	4321748390
15744	39375687851	11684646494	S	40	3	4321748369
15745	39375687848	11684646500	S	40	3	4321748348
15746	39375687845	11684646506	S	40	3	4321748327
15747	39375687842	11684646512	S	40	3	4321748306
15748	39375687839	11684646518	S	40	3	4321748285
15749	39375687836	11684646524	S	40	3	4321748264
15750	39375687833	11684646530	S	40	3	4321748243
15751	39375687830	11684646536	S	40	3	4321748222
15752	39375687827	11684646542	S	40	3	4321748201
15753	39375687824	11684646548	S	40	3	4321748180
15754	39375687821	11684646554	S	40	3	4321748159
15755	39375687818	11684646560	S	40	3	4321748138
15756	39375687815	11684646566	S	40	3	4321748117
15757	39375687812	11684646572	S	40	3	4321748096
15758	39375687809	11684646578	S	40	3	4321748075
15759	39375687806	11684646584	S	40	3	4321748054
15760	39375687803	11684646590	S	40	3	4321748033
15761	39375687800	11684646596	S	40	3	4321748012
15762	39375687797	11684646602	S	40	3	4321747991
15763	39375687794	11684646608	S	40	3	4321747970
15764	39375687791	11684646614	S	40	3	4321747949
15765	39375687788	11684646620	S	40	3	4321747928
15766	39375687785	11684646626	S	40	3	4321747907
15767	39375687782	11684646632	S	40	3	4321747886
