i	value	birth	sign	arc	q	r
26011	39375657050	7575041587	A	39	5	1500449115
26012	39375657047	7575041581	A	39	5	1500449142
26013	39375657044	7575041575	A	39	5	1500449169
26014	39375657041	7575041569	A	39	5	1500449196
26015	39375657038	7575041563	A	39	5	1500449223
26016	39375657035	7575041557	A	39	5	1500449250
26017	39375657032	7575041551	A	39	5	1500449277
26018	39375657029	7575041545	A	39	5	1500449304
26019	39375657026	7575041539	A	39	5	1500449331
26020	39375657023	7575041533	A	39	5	1500449358
26021	39375657020	7575041527	A	39	5	1500449385
26022	39375657017	7575041521	A	39	5	1500449412
26023	39375657014	7575041515	A	39	5	1500449439
26024	39375657011	7575041509	A	39	5	1500449466
26025	39375657008	7575041503	A	39	5	1500449493
26026	39375657005	7575041497	A	39	5	1500449520
26027	39375657002	7575041491	A	39	5	1500449547
26028	39375656999	7575041485	A	39	5	1500449574
26029	39375656996	7575041479	A	39	5	1500449601
26030	39375656993	7575041473	A	39	5	1500449628
26031	39375656990	7575041467	A	39	5	1500449655
26032	39375656987	7575041461	A	39	5	1500449682
26033	39375656984	7575041455	A	39	5	1500449709
26034	39375656981	7575041449	A	39	5	1500449736
26035	39375656978	7575041443	A	39	5	1500449763
26036	39375656975	7575041437	A	39	5	1500449790
26037	39375656972	7575041431	A	39	5	1500449817
26038	39375656969	7575041425	A	39	5	1500449844
26039	39375656966	7575041419	A	39	5	1500449871
26040	39375656963	7575041413	A	39	5	1500449898
26041	39375656960	7575041407	A	39	5	1500449925
26042	39375656957	7575041401	A	39	5	1500449952
26043	39375656954	7575041395	A	39	5	1500449979
26044	39375656951	7575041389	A	39	5	1500450006
26045	39375656948	7575041383	A	39	5	1500450033
26046	39375656945	7575041377	A	39	5	1500450060
26047	39375656942	7575041371	A	39	5	1500450087
26048	39375656939	7575041365	A	39	5	1500450114
26049	39375656936	7575041359	A	39	5	1500450141
26050	39375656933	7575041353	A	39	5	1500450168
26051	39375656930	7575041347	A	39	5	1500450195
26052	39375656927	7575041341	A	39	5	1500450222
26053	39375656924	7575041335	A	39	5	1500450249
26054	39375656921	7575041329	A	39	5	1500450276
26055	39375656918	7575041323	A	39	5	1500450303
26056	39375656915	7575041317	A	39	5	1500450330
26057	39375656912	7575041311	A	39	5	1500450357
26058	39375656909	7575041305	A	39	5	1500450384
26059	39375656906	7575041299	A	39	5	1500450411
26060	39375656903	7575041293	A	39	5	1500450438
26061	39375656900	7575041287	A	39	5	1500450465
26062	39375656897	7575041281	A	39	5	1500450492
26063	39375656894	7575041275	A	39	5	1500450519
26064	39375656891	7575041269	A	39	5	1500450546
26065	39375656888	7575041263	A	39	5	1500450573
26066	39375656885	7575041257	A	39	5	1500450600
26067	39375656882	7575041251	A	39	5	1500450627
26068	39375656879	7575041245	A	39	5	1500450654
26069	39375656876	7575041239	A	39	5	1500450681
26070	39375656873	7575041233	A	39	5	1500450708
26071	39375656870	7575041227	A	39	5	1500450735
26072	39375656867	7575041221	A	39	5	1500450762
26073	39375656864	7575041215	A	39	5	1500450789
26074	39375656861	7575041209	A	39	5	1500450816
26075	39375656858	7575041203	A	39	5	1500450843
26076	39375656855	7575041197	A	39	5	1500450870
26077	39375656852	7575041191	A	39	5	1500450897
26078	39375656849	7575041185	A	39	5	1500450924
26079	39375656846	7575041179	A	39	5	1500450951
26080	39375656843	7575041173	A	39	5	1500450978
26081	39375656840	7575041167	A	39	5	1500451005
26082	39375656837	7575041161	A	39	5	1500451032
26083	39375656834	7575041155	A	39	5	1500451059
26084	39375656831	7575041149	A	39	5	1500451086
26085	39375656828	7575041143	A	39	5	1500451113
26086	39375656825	7575041137	A	39	5	1500451140
26087	39375656822	7575041131	A	39	5	1500451167
26088	39375656819	7575041125	A	39	5	1500451194
26089	39375656816	7575041119	A	39	5	1500451221
26090	39375656813	7575041113	A	39	5	1500451248
26091	39375656810	7575041107	A	39	5	1500451275
26092	39375656807	7575041101	A	39	5	1500451302
26093	39375656804	7575041095	A	39	5	1500451329
26094	39375656801	7575041089	A	39	5	1500451356
26095	39375656798	7575041083	A	39	5	1500451383
26096	39375656795	7575041077	A	39	5	1500451410
26097	39375656792	7575041071	A	39	5	1500451437
26098	39375656789	7575041065	A	39	5	1500451464
26099	39375656786	7575041059	A	39	5	1500451491
26100	39375656783	7575041053	A	39	5	1500451518
26101	39375656780	7575041047	A	39	5	1500451545
26102	39375656777	7575041041	A	39	5	1500451572
26103	39375656774	7575041035	A	39	5	1500451599
26104	39375656771	7575041029	A	39	5	1500451626
26105	39375656768	7575041023	A	39	5	1500451653
26106	39375656765	7575041017	A	39	5	1500451680
26107	39375656762	7575041011	A	39	5	1500451707
26108	39375656759	7575041005	A	39	5	1500451734
26109	39375656756	7575040999	A	39	5	1500451761
26110	39375656753	7575040993	A	39	5	1500451788
26111	39375656750	7575040987	A	39	5	1500451815
26112	39375656747	7575040981	A	39	5	1500451842
26113	39375656744	7575040975	A	39	5	1500451869
26114	39375656741	7575040969	A	39	5	1500451896
26115	39375656738	7575040963	A	39	5	1500451923
26116	39375656735	7575040957	A	39	5	1500451950
26117	39375656732	7575040951	A	39	5	1500451977
26118	39375656729	7575040945	A	39	5	1500452004
26119	39375656726	7575040939	A	39	5	1500452031
26120	39375656723	7575040933	A	39	5	1500452058
26121	39375656720	7575040927	A	39	5	1500452085
26122	39375656717	7575040921	A	39	5	1500452112
26123	39375656714	7575040915	A	39	5	1500452139
26124	39375656711	7575040909	A	39	5	1500452166
26125	39375656708	7575040903	A	39	5	1500452193
26126	39375656705	7575040897	A	39	5	1500452220
26127	39375656702	7575040891	A	39	5	1500452247
26128	39375656699	7575040885	A	39	5	1500452274
26129	39375656696	7575040879	A	39	5	1500452301
26130	39375656693	7575040873	A	39	5	1500452328
26131	39375656690	7575040867	A	39	5	1500452355
26132	39375656687	7575040861	A	39	5	1500452382
26133	39375656684	7575040855	A	39	5	1500452409
26134	39375656681	7575040849	A	39	5	1500452436
26135	39375656678	7575040843	A	39	5	1500452463
26136	39375656675	7575040837	A	39	5	1500452490
26137	39375656672	7575040831	A	39	5	1500452517
26138	39375656669	7575040825	A	39	5	1500452544
26139	39375656666	7575040819	A	39	5	1500452571
26140	39375656663	7575040813	A	39	5	1500452598
26141	39375656660	7575040807	A	39	5	1500452625
26142	39375656657	7575040801	A	39	5	1500452652
26143	39375656654	7575040795	A	39	5	1500452679
26144	39375656651	7575040789	A	39	5	1500452706
26145	39375656648	7575040783	A	39	5	1500452733
26146	39375656645	7575040777	A	39	5	1500452760
26147	39375656642	7575040771	A	39	5	1500452787
26148	39375656639	7575040765	A	39	5	1500452814
26149	39375656636	7575040759	A	39	5	1500452841
26150	39375656633	7575040753	A	39	5	1500452868
26151	39375656630	7575040747	A	39	5	1500452895
26152	39375656627	7575040741	A	39	5	1500452922
26153	39375656624	7575040735	A	39	5	1500452949
26154	39375656621	7575040729	A	39	5	1500452976
26155	39375656618	7575040723	A	39	5	1500453003
26156	39375656615	7575040717	A	39	5	1500453030
26157	39375656612	7575040711	A	39	5	1500453057
26158	39375656609	7575040705	A	39	5	1500453084
26159	39375656606	7575040699	A	39	5	1500453111
26160	39375656603	7575040693	A	39	5	1500453138
26161	39375656600	7575040687	A	39	5	1500453165
26162	39375656597	7575040681	A	39	5	1500453192
26163	39375656594	7575040675	A	39	5	1500453219
26164	39375656591	7575040669	A	39	5	1500453246
26165	39375656588	7575040663	A	39	5	1500453273
26166	39375656585	7575040657	A	39	5	1500453300
26167	39375656582	7575040651	A	39	5	1500453327
26168	39375656579	7575040645	A	39	5	1500453354
26169	39375656576	7575040639	A	39	5	1500453381
26170	39375656573	7575040633	A	39	5	1500453408
26171	39375656570	7575040627	A	39	5	1500453435
26172	39375656567	7575040621	A	39	5	1500453462
26173	39375656564	7575040615	A	39	5	1500453489
26174	39375656561	7575040609	A	39	5	1500453516
26175	39375656558	7575040603	A	39	5	1500453543
26176	39375656555	7575040597	A	39	5	1500453570
26177	39375656552	7575040591	A	39	5	1500453597
26178	39375656549	7575040585	A	39	5	1500453624
26179	39375656546	7575040579	A	39	5	1500453651
26180	39375656543	7575040573	A	39	5	1500453678
26181	39375656540	7575040567	A	39	5	1500453705
26182	39375656537	7575040561	A	39	5	1500453732
26183	39375656534	7575040555	A	39	5	1500453759
26184	39375656531	7575040549	A	39	5	1500453786
26185	39375656528	7575040543	A	39	5	1500453813
26186	39375656525	7575040537	A	39	5	1500453840
26187	39375656522	7575040531	A	39	5	1500453867
26188	39375656519	7575040525	A	39	5	1500453894
26189	39375656516	7575040519	A	39	5	1500453921
26190	39375656513	7575040513	A	39	5	1500453948
26191	39375656510	7575040507	A	39	5	1500453975
26192	39375656507	7575040501	A	39	5	1500454002
26193	39375656504	7575040495	A	39	5	1500454029
26194	39375656501	7575040489	A	39	5	1500454056
26195	39375656498	7575040483	A	39	5	1500454083
26196	39375656495	7575040477	A	39	5	1500454110
26197	39375656492	7575040471	A	39	5	1500454137
26198	39375656489	7575040465	A	39	5	1500454164
26199	39375656486	7575040459	A	39	5	1500454191
26200	39375656483	7575040453	A	39	5	1500454218
26201	39375656480	7575040447	A	39	5	1500454245
26202	39375656477	7575040441	A	39	5	1500454272
26203	39375656474	7575040435	A	39	5	1500454299
26204	39375656471	7575040429	A	39	5	1500454326
26205	39375656468	7575040423	A	39	5	1500454353
26206	39375656465	7575040417	A	39	5	1500454380
26207	39375656462	7575040411	A	39	5	1500454407
26208	39375656459	7575040405	A	39	5	1500454434
26209	39375656456	7575040399	A	39	5	1500454461
26210	39375656453	7575040393	A	39	5	1500454488
26211	39375656450	7575040387	A	39	5	1500454515
26212	39375656447	7575040381	A	39	5	1500454542
26213	39375656444	7575040375	A	39	5	1500454569
26214	39375656441	7575040369	A	39	5	1500454596
26215	39375656438	7575040363	A	39	5	1500454623
26216	39375656435	7575040357	A	39	5	1500454650
26217	39375656432	7575040351	A	39	5	1500454677
26218	39375656429	7575040345	A	39	5	1500454704
26219	39375656426	7575040339	A	39	5	1500454731
26220	39375656423	7575040333	A	39	5	1500454758
26221	39375656420	7575040327	A	39	5	1500454785
26222	39375656417	7575040321	A	39	5	1500454812
26223	39375656414	7575040315	A	39	5	1500454839
26224	39375656411	7575040309	A	39	5	1500454866
26225	39375656408	7575040303	A	39	5	1500454893
26226	39375656405	7575040297	A	39	5	1500454920
26227	39375656402	7575040291	A	39	5	1500454947
26228	39375656399	7575040285	A	39	5	1500454974
26229	39375656396	7575040279	A	39	5	1500455001
26230	39375656393	7575040273	A	39	5	1500455028
26231	39375656390	7575040267	A	39	5	1500455055
26232	39375656387	7575040261	A	39	5	1500455082
26233	39375656384	7575040255	A	39	5	1500455109
26234	39375656381	7575040249	A	39	5	1500455136
26235	39375656378	7575040243	A	39	5	1500455163
26236	39375656375	7575040237	A	39	5	1500455190
26237	39375656372	7575040231	A	39	5	1500455217
26238	39375656369	7575040225	A	39	5	1500455244
26239	39375656366	7575040219	A	39	5	1500455271
26240	39375656363	7575040213	A	39	5	1500455298
26241	39375656360	7575040207	A	39	5	1500455325
26242	39375656357	7575040201	A	39	5	1500455352
26243	39375656354	7575040195	A	39	5	1500455379
26244	39375656351	7575040189	A	39	5	1500455406
26245	39375656348	7575040183	A	39	5	1500455433
26246	39375656345	7575040177	A	39	5	1500455460
26247	39375656342	7575040171	A	39	5	1500455487
26248	39375656339	7575040165	A	39	5	1500455514
26249	39375656336	7575040159	A	39	5	1500455541
26250	39375656333	7575040153	A	39	5	1500455568
26251	39375656330	7575040147	A	39	5	1500455595
26252	39375656327	7575040141	A	39	5	1500455622
26253	39375656324	7575040135	A	39	5	1500455649
26254	39375656321	7575040129	A	39	5	1500455676
26255	39375656318	7575040123	A	39	5	1500455703
26256	39375656315	7575040117	A	39	5	1500455730
26257	39375656312	7575040111	A	39	5	1500455757
26258	39375656309	7575040105	A	39	5	1500455784
26259	39375656306	7575040099	A	39	5	1500455811
26260	39375656303	7575040093	A	39	5	1500455838
26261	39375656300	7575040087	A	39	5	1500455865
26262	39375656297	7575040081	A	39	5	1500455892
26263	39375656294	7575040075	A	39	5	1500455919
26264	39375656291	7575040069	A	39	5	1500455946
26265	39375656288	7575040063	A	39	5	1500455973
26266	39375656285	7575040057	A	39	5	1500456000
26267	39375656282	7575040051	A	39	5	1500456027
26268	39375656279	7575040045	A	39	5	1500456054
26269	39375656276	7575040039	A	39	5	1500456081
26270	39375656273	7575040033	A	39	5	1500456108
26271	39375656270	7575040027	A	39	5	1500456135
26272	39375656267	7575040021	A	39	5	1500456162
26273	39375656264	7575040015	A	39	5	1500456189
26274	39375656261	7575040009	A	39	5	1500456216
26275	39375656258	7575040003	A	39	5	1500456243
26276	39375656255	7575039997	A	39	5	1500456270
26277	39375656252	7575039991	A	39	5	1500456297
26278	39375656249	7575039985	A	39	5	1500456324
26279	39375656246	7575039979	A	39	5	1500456351
26280	39375656243	7575039973	A	39	5	1500456378
26281	39375656240	7575039967	A	39	5	1500456405
26282	39375656237	7575039961	A	39	5	1500456432
26283	39375656234	7575039955	A	39	5	1500456459
26284	39375656231	7575039949	A	39	5	1500456486
26285	39375656228	7575039943	A	39	5	1500456513
26286	39375656225	7575039937	A	39	5	1500456540
26287	39375656222	7575039931	A	39	5	1500456567
26288	39375656219	7575039925	A	39	5	1500456594
26289	39375656216	7575039919	A	39	5	1500456621
26290	39375656213	7575039913	A	39	5	1500456648
26291	39375656210	7575039907	A	39	5	1500456675
26292	39375656207	7575039901	A	39	5	1500456702
26293	39375656204	7575039895	A	39	5	1500456729
26294	39375656201	7575039889	A	39	5	1500456756
26295	39375656198	7575039883	A	39	5	1500456783
26296	39375656195	7575039877	A	39	5	1500456810
26297	39375656192	7575039871	A	39	5	1500456837
26298	39375656189	7575039865	A	39	5	1500456864
26299	39375656186	7575039859	A	39	5	1500456891
26300	39375656183	7575039853	A	39	5	1500456918
26301	39375656180	7575039847	A	39	5	1500456945
26302	39375656177	7575039841	A	39	5	1500456972
26303	39375656174	7575039835	A	39	5	1500456999
26304	39375656171	7575039829	A	39	5	1500457026
26305	39375656168	7575039823	A	39	5	1500457053
26306	39375656165	7575039817	A	39	5	1500457080
26307	39375656162	7575039811	A	39	5	1500457107
26308	39375656159	7575039805	A	39	5	1500457134
26309	39375656156	7575039799	A	39	5	1500457161
26310	39375656153	7575039793	A	39	5	1500457188
26311	39375656150	7575039787	A	39	5	1500457215
26312	39375656147	7575039781	A	39	5	1500457242
26313	39375656144	7575039775	A	39	5	1500457269
26314	39375656141	7575039769	A	39	5	1500457296
26315	39375656138	7575039763	A	39	5	1500457323
26316	39375656135	7575039757	A	39	5	1500457350
26317	39375656132	7575039751	A	39	5	1500457377
26318	39375656129	7575039745	A	39	5	1500457404
26319	39375656126	7575039739	A	39	5	1500457431
26320	39375656123	7575039733	A	39	5	1500457458
26321	39375656120	7575039727	A	39	5	1500457485
26322	39375656117	7575039721	A	39	5	1500457512
26323	39375656114	7575039715	A	39	5	1500457539
26324	39375656111	7575039709	A	39	5	1500457566
26325	39375656108	7575039703	A	39	5	1500457593
26326	39375656105	7575039697	A	39	5	1500457620
26327	39375656102	7575039691	A	39	5	1500457647
26328	39375656099	7575039685	A	39	5	1500457674
26329	39375656096	7575039679	A	39	5	1500457701
26330	39375656093	7575039673	A	39	5	1500457728
26331	39375656090	7575039667	A	39	5	1500457755
26332	39375656087	7575039661	A	39	5	1500457782
26333	39375656084	7575039655	A	39	5	1500457809
26334	39375656081	7575039649	A	39	5	1500457836
26335	39375656078	7575039643	A	39	5	1500457863
26336	39375656075	7575039637	A	39	5	1500457890
26337	39375656072	7575039631	A	39	5	1500457917
26338	39375656069	7575039625	A	39	5	1500457944
26339	39375656066	7575039619	A	39	5	1500457971
26340	39375656063	7575039613	A	39	5	1500457998
26341	39375656060	7575039607	A	39	5	1500458025
26342	39375656057	7575039601	A	39	5	1500458052
26343	39375656054	7575039595	A	39	5	1500458079
26344	39375656051	7575039589	A	39	5	1500458106
26345	39375656048	7575039583	A	39	5	1500458133
26346	39375656045	7575039577	A	39	5	1500458160
26347	39375656042	7575039571	A	39	5	1500458187
26348	39375656039	7575039565	A	39	5	1500458214
26349	39375656036	7575039559	A	39	5	1500458241
26350	39375656033	7575039553	A	39	5	1500458268
26351	39375656030	7575039547	A	39	5	1500458295
26352	39375656027	7575039541	A	39	5	1500458322
26353	39375656024	7575039535	A	39	5	1500458349
26354	39375656021	7575039529	A	39	5	1500458376
26355	39375656018	7575039523	A	39	5	1500458403
26356	39375656015	7575039517	A	39	5	1500458430
26357	39375656012	7575039511	A	39	5	1500458457
26358	39375656009	7575039505	A	39	5	1500458484
26359	39375656006	7575039499	A	39	5	1500458511
26360	39375656003	7575039493	A	39	5	1500458538
26361	39375656000	7575039487	A	39	5	1500458565
26362	39375655997	7575039481	A	39	5	1500458592
26363	39375655994	7575039475	A	39	5	1500458619
26364	39375655991	7575039469	A	39	5	1500458646
26365	39375655988	7575039463	A	39	5	1500458673
26366	39375655985	7575039457	A	39	5	1500458700
26367	39375655982	7575039451	A	39	5	1500458727
26368	39375655979	7575039445	A	39	5	1500458754
26369	39375655976	7575039439	A	39	5	1500458781
26370	39375655973	7575039433	A	39	5	1500458808
26371	39375655970	7575039427	A	39	5	1500458835
26372	39375655967	7575039421	A	39	5	1500458862
26373	39375655964	7575039415	A	39	5	1500458889
26374	39375655961	7575039409	A	39	5	1500458916
26375	39375655958	7575039403	A	39	5	1500458943
26376	39375655955	7575039397	A	39	5	1500458970
26377	39375655952	7575039391	A	39	5	1500458997
26378	39375655949	7575039385	A	39	5	1500459024
26379	39375655946	7575039379	A	39	5	1500459051
26380	39375655943	7575039373	A	39	5	1500459078
26381	39375655940	7575039367	A	39	5	1500459105
26382	39375655937	7575039361	A	39	5	1500459132
26383	39375655934	7575039355	A	39	5	1500459159
26384	39375655931	7575039349	A	39	5	1500459186
26385	39375655928	7575039343	A	39	5	1500459213
26386	39375655925	7575039337	A	39	5	1500459240
26387	39375655922	7575039331	A	39	5	1500459267
26388	39375655919	7575039325	A	39	5	1500459294
26389	39375655916	7575039319	A	39	5	1500459321
26390	39375655913	7575039313	A	39	5	1500459348
26391	39375655910	7575039307	A	39	5	1500459375
26392	39375655907	7575039301	A	39	5	1500459402
26393	39375655904	7575039295	A	39	5	1500459429
26394	39375655901	7575039289	A	39	5	1500459456
26395	39375655898	7575039283	A	39	5	1500459483
26396	39375655895	7575039277	A	39	5	1500459510
26397	39375655892	7575039271	A	39	5	1500459537
26398	39375655889	7575039265	A	39	5	1500459564
26399	39375655886	7575039259	A	39	5	1500459591
26400	39375655883	7575039253	A	39	5	1500459618
26401	39375655880	7575039247	A	39	5	1500459645
26402	39375655877	7575039241	A	39	5	1500459672
26403	39375655874	7575039235	A	39	5	1500459699
26404	39375655871	7575039229	A	39	5	1500459726
26405	39375655868	7575039223	A	39	5	1500459753
26406	39375655865	7575039217	A	39	5	1500459780
26407	39375655862	7575039211	A	39	5	1500459807
26408	39375655859	7575039205	A	39	5	1500459834
26409	39375655856	7575039199	A	39	5	1500459861
26410	39375655853	7575039193	A	39	5	1500459888
26411	39375655850	7575039187	A	39	5	1500459915
26412	39375655847	7575039181	A	39	5	1500459942
26413	39375655844	7575039175	A	39	5	1500459969
26414	39375655841	7575039169	A	39	5	1500459996
26415	39375655838	7575039163	A	39	5	1500460023
26416	39375655835	7575039157	A	39	5	1500460050
26417	39375655832	7575039151	A	39	5	1500460077
26418	39375655829	7575039145	A	39	5	1500460104
26419	39375655826	7575039139	A	39	5	1500460131
26420	39375655823	7575039133	A	39	5	1500460158
26421	39375655820	7575039127	A	39	5	1500460185
26422	39375655817	7575039121	A	39	5	1500460212
26423	39375655814	7575039115	A	39	5	1500460239
26424	39375655811	7575039109	A	39	5	1500460266
26425	39375655808	7575039103	A	39	5	1500460293
26426	39375655805	7575039097	A	39	5	1500460320
26427	39375655802	7575039091	A	39	5	1500460347
26428	39375655799	7575039085	A	39	5	1500460374
26429	39375655796	7575039079	A	39	5	1500460401
26430	39375655793	7575039073	A	39	5	1500460428
26431	39375655790	7575039067	A	39	5	1500460455
26432	39375655787	7575039061	A	39	5	1500460482
26433	39375655784	7575039055	A	39	5	1500460509
26434	39375655781	7575039049	A	39	5	1500460536
26435	39375655778	7575039043	A	39	5	1500460563
26436	39375655775	7575039037	A	39	5	1500460590
26437	39375655772	7575039031	A	39	5	1500460617
26438	39375655769	7575039025	A	39	5	1500460644
26439	39375655766	7575039019	A	39	5	1500460671
26440	39375655763	7575039013	A	39	5	1500460698
26441	39375655760	7575039007	A	39	5	1500460725
26442	39375655757	7575039001	A	39	5	1500460752
26443	39375655754	7575038995	A	39	5	1500460779
26444	39375655751	7575038989	A	39	5	1500460806
26445	39375655748	7575038983	A	39	5	1500460833
26446	39375655745	7575038977	A	39	5	1500460860
26447	39375655742	7575038971	A	39	5	1500460887
26448	39375655739	7575038965	A	39	5	1500460914
26449	39375655736	7575038959	A	39	5	1500460941
26450	39375655733	7575038953	A	39	5	1500460968
26451	39375655730	7575038947	A	39	5	1500460995
26452	39375655727	7575038941	A	39	5	1500461022
26453	39375655724	7575038935	A	39	5	1500461049
26454	39375655721	7575038929	A	39	5	1500461076
26455	39375655718	7575038923	A	39	5	1500461103
26456	39375655715	7575038917	A	39	5	1500461130
26457	39375655712	7575038911	A	39	5	1500461157
26458	39375655709	7575038905	A	39	5	1500461184
26459	39375655706	7575038899	A	39	5	1500461211
26460	39375655703	7575038893	A	39	5	1500461238
26461	39375655700	7575038887	A	39	5	1500461265
26462	39375655697	7575038881	A	39	5	1500461292
26463	39375655694	7575038875	A	39	5	1500461319
26464	39375655691	7575038869	A	39	5	1500461346
26465	39375655688	7575038863	A	39	5	1500461373
26466	39375655685	7575038857	A	39	5	1500461400
26467	39375655682	7575038851	A	39	5	1500461427
26468	39375655679	7575038845	A	39	5	1500461454
26469	39375655676	7575038839	A	39	5	1500461481
26470	39375655673	7575038833	A	39	5	1500461508
26471	39375655670	7575038827	A	39	5	1500461535
26472	39375655667	7575038821	A	39	5	1500461562
26473	39375655664	7575038815	A	39	5	1500461589
26474	39375655661	7575038809	A	39	5	1500461616
26475	39375655658	7575038803	A	39	5	1500461643
26476	39375655655	7575038797	A	39	5	1500461670
26477	39375655652	7575038791	A	39	5	1500461697
26478	39375655649	7575038785	A	39	5	1500461724
26479	39375655646	7575038779	A	39	5	1500461751
26480	39375655643	7575038773	A	39	5	1500461778
26481	39375655640	7575038767	A	39	5	1500461805
26482	39375655637	7575038761	A	39	5	1500461832
26483	39375655634	7575038755	A	39	5	1500461859
26484	39375655631	7575038749	A	39	5	1500461886
26485	39375655628	7575038743	A	39	5	1500461913
26486	39375655625	7575038737	A	39	5	1500461940
26487	39375655622	7575038731	A	39	5	1500461967
26488	39375655619	7575038725	A	39	5	1500461994
26489	39375655616	7575038719	A	39	5	1500462021
26490	39375655613	7575038713	A	39	5	1500462048
26491	39375655610	7575038707	A	39	5	1500462075
26492	39375655607	7575038701	A	39	5	1500462102
26493	39375655604	7575038695	A	39	5	1500462129
26494	39375655601	7575038689	A	39	5	1500462156
26495	39375655598	7575038683	A	39	5	1500462183
26496	39375655595	7575038677	A	39	5	1500462210
26497	39375655592	7575038671	A	39	5	1500462237
26498	39375655589	7575038665	A	39	5	1500462264
26499	39375655586	7575038659	A	39	5	1500462291
26500	39375655583	7575038653	A	39	5	1500462318
26501	39375655580	7575038647	A	39	5	1500462345
26502	39375655577	7575038641	A	39	5	1500462372
26503	39375655574	7575038635	A	39	5	1500462399
26504	39375655571	7575038629	A	39	5	1500462426
26505	39375655568	7575038623	A	39	5	1500462453
26506	39375655565	7575038617	A	39	5	1500462480
26507	39375655562	7575038611	A	39	5	1500462507
26508	39375655559	7575038605	A	39	5	1500462534
26509	39375655556	7575038599	A	39	5	1500462561
26510	39375655553	7575038593	A	39	5	1500462588
26511	39375655550	7575038587	A	39	5	1500462615
26512	39375655547	7575038581	A	39	5	1500462642
26513	39375655544	7575038575	A	39	5	1500462669
26514	39375655541	7575038569	A	39	5	1500462696
26515	39375655538	7575038563	A	39	5	1500462723
26516	39375655535	7575038557	A	39	5	1500462750
26517	39375655532	7575038551	A	39	5	1500462777
26518	39375655529	7575038545	A	39	5	1500462804
26519	39375655526	7575038539	A	39	5	1500462831
26520	39375655523	7575038533	A	39	5	1500462858
26521	39375655520	7575038527	A	39	5	1500462885
26522	39375655517	7575038521	A	39	5	1500462912
26523	39375655514	7575038515	A	39	5	1500462939
26524	39375655511	7575038509	A	39	5	1500462966
26525	39375655508	7575038503	A	39	5	1500462993
26526	39375655505	7575038497	A	39	5	1500463020
26527	39375655502	7575038491	A	39	5	1500463047
26528	39375655499	7575038485	A	39	5	1500463074
26529	39375655496	7575038479	A	39	5	1500463101
26530	39375655493	7575038473	A	39	5	1500463128
26531	39375655490	7575038467	A	39	5	1500463155
26532	39375655487	7575038461	A	39	5	1500463182
26533	39375655484	7575038455	A	39	5	1500463209
26534	39375655481	7575038449	A	39	5	1500463236
26535	39375655478	7575038443	A	39	5	1500463263
26536	39375655475	7575038437	A	39	5	1500463290
26537	39375655472	7575038431	A	39	5	1500463317
26538	39375655469	7575038425	A	39	5	1500463344
26539	39375655466	7575038419	A	39	5	1500463371
26540	39375655463	7575038413	A	39	5	1500463398
26541	39375655460	7575038407	A	39	5	1500463425
26542	39375655457	7575038401	A	39	5	1500463452
26543	39375655454	7575038395	A	39	5	1500463479
26544	39375655451	7575038389	A	39	5	1500463506
26545	39375655448	7575038383	A	39	5	1500463533
26546	39375655445	7575038377	A	39	5	1500463560
26547	39375655442	7575038371	A	39	5	1500463587
26548	39375655439	7575038365	A	39	5	1500463614
26549	39375655436	7575038359	A	39	5	1500463641
26550	39375655433	7575038353	A	39	5	1500463668
26551	39375655430	7575038347	A	39	5	1500463695
26552	39375655427	7575038341	A	39	5	1500463722
26553	39375655424	7575038335	A	39	5	1500463749
26554	39375655421	7575038329	A	39	5	1500463776
26555	39375655418	7575038323	A	39	5	1500463803
26556	39375655415	7575038317	A	39	5	1500463830
26557	39375655412	7575038311	A	39	5	1500463857
26558	39375655409	7575038305	A	39	5	1500463884
26559	39375655406	7575038299	A	39	5	1500463911
26560	39375655403	7575038293	A	39	5	1500463938
26561	39375655400	7575038287	A	39	5	1500463965
26562	39375655397	7575038281	A	39	5	1500463992
26563	39375655394	7575038275	A	39	5	1500464019
26564	39375655391	7575038269	A	39	5	1500464046
26565	39375655388	7575038263	A	39	5	1500464073
26566	39375655385	7575038257	A	39	5	1500464100
26567	39375655382	7575038251	A	39	5	1500464127
26568	39375655379	7575038245	A	39	5	1500464154
26569	39375655376	7575038239	A	39	5	1500464181
26570	39375655373	7575038233	A	39	5	1500464208
26571	39375655370	7575038227	A	39	5	1500464235
26572	39375655367	7575038221	A	39	5	1500464262
26573	39375655364	7575038215	A	39	5	1500464289
26574	39375655361	7575038209	A	39	5	1500464316
26575	39375655358	7575038203	A	39	5	1500464343
26576	39375655355	7575038197	A	39	5	1500464370
26577	39375655352	7575038191	A	39	5	1500464397
26578	39375655349	7575038185	A	39	5	1500464424
26579	39375655346	7575038179	A	39	5	1500464451
26580	39375655343	7575038173	A	39	5	1500464478
26581	39375655340	7575038167	A	39	5	1500464505
26582	39375655337	7575038161	A	39	5	1500464532
26583	39375655334	7575038155	A	39	5	1500464559
26584	39375655331	7575038149	A	39	5	1500464586
26585	39375655328	7575038143	A	39	5	1500464613
26586	39375655325	7575038137	A	39	5	1500464640
26587	39375655322	7575038131	A	39	5	1500464667
26588	39375655319	7575038125	A	39	5	1500464694
26589	39375655316	7575038119	A	39	5	1500464721
26590	39375655313	7575038113	A	39	5	1500464748
26591	39375655310	7575038107	A	39	5	1500464775
26592	39375655307	7575038101	A	39	5	1500464802
